Name,Type,Website,Location,City,Hours,Comments,How to Help This Business,Dine-In,Outdoor Dining,Outdoor Recreation,Outdoor Retail,Outdoor Services,Gift Cards,Delivery,Take-Out,Order Online,NoCoNosh,DoorDash,GrubHub,Postmates,Bottles,Cans,Crowlers,Growlers,Product Options,Availability,meta_row_index,meta_row_id,GPS Location
Tortilla Marissa's,Restaurant/Bar,,2635 S College Ave,Fort Collins,,"Contact us at 970-225-9222. OPEN FOR DINE-IN(reservations recommended) TAKE-OUT, CURBSIDE & DELIVERY THRU:(NOCONOSH-LOCALLY OWNED & LOWEST COMMISSIONS THAT BENEFIT LOCAL BUSINESS) DELIVERY ALSO AVAILABLE FROM GRUBHUB & POSTMATES",,,,,,,,,,,,,,,,,,,,,439,22d3991d6bf4ebbe6441981eb2d5962c47f9fa28,POINT (-105.077319 40.550953)
Tilted Barrel Brew Pub,Restaurant/Bar,http://www.tiltedbarrelbrewpub.com,110 E 29th St,Loveland,Sun-Thurs: 11 AM - 9 PM. Fri-Sat: 11am-12am,Pickup and delivery 970-619-8950,,,,,,,,true,true,,,true,true,,,,,,,"Delivery, DoorDash, GrubHub, Take-Out",432,98f565adadd1433f97a21ce0db3f1861f91d38fe,POINT (-105.077498 40.42163)
Little Bird Bakeshop,Restaurant/Bar,http://shop.thelittlebirdbakeshop.com,11 Old Town Sq Suite 121,Fort Collins,8am-3pm,"Call 970-568-8906 or order online, pick-up (in bakery and curbside); Bread, Pastries, Light Breakfast, Coffee",,,,,,,true,,true,,,,,,,,,,Gift Cards,Take-Out,241,2db031a44531c7a168d2b65df1b92fac3afc7ba3,POINT (-105.075568 40.587848)
Colorado Iron & Metal Inc.,"Construction, Trades & Landscaping",http://www.coloradoironmetal.com,903 Buckingham Street,Fort Collins,8-3 pm M-F,,How to help this business:,,,,,,,,,,,,,,,,,,,,80,979999fbab9defdd174b1e92d1bf9f12cf86d651,POINT (-105.061162 40.592409)
Gilsdorf Garage,Auto,https://www.gilsdorfgarage.com/,1111 W. Mulberry St,Fort Collins,7:30 am - 5:00 pm,We can pick up and deliver your vehicle in the surrounding area.,Please rate and like us on social media,,,,,,true,,,,,,,,,,,,Gift Cards,,167,957933eb0fc2c56b462bc1d429014cefc02a385f,POINT (-105.096587 40.581789)
Blind Pig,Restaurant/Bar,http://blindpigfortcollins.com/,214 Linden,Fort Collins,Monday - Thursday: 11am-9pm Sunday: 10am-8pm Friday - Saturday: 11am-10pm,,How to help this business:,,true,,,,,,,,,,,,,,,,,Outdoor Dining,35,a1fe0c54a2d4cb38332799287185a38612893d15,POINT (-105.075008 40.588303)
"On Time Estimating, Inc",Business & Professional,,"9155 E Boardwalk Dr, Ste 351",Fort Collins,,Contact us at 970-232-3320. National electrical estimators is Open for Business.,,,,,,,,,,,,,,,,,,,,,301,17ea2387433efcdad7ef6620def0ead6152cc6f6,
William Oliver's,Restaurant/Bar,http://www.williamolivers.com/,2608 S Timberline 108,Fort Collins,11am-midnight (or earlier depending on restrictions),,Please rate and like us on social media. Facebook: facebook.com/williamoliverspublickhouse/ & Instagram: instagram.com/williamolivers/?hl=en,,true,,,,,true,true,true,,,,,,,,,,"Delivery, Order Online, Outdoor Dining, Take-Out",474,b36d46bba90ae96541acf7513065cb9dc56b690b,
The Tramp About,Restaurant/Bar,http://thetrampabout.square.site/,1100 W. Mountain Ave.,Fort Collins,"Fri/Sat 3:30-8pm, Sun 12-6pm",,Curbside pick-up. Temporarily set-up in the Beaver's parking lot,,,,,,true,,true,true,,,,,,,,,Gift Cards,"Order Online, Take-Out",427,fdaceec88f2d82641f9f0b773473ef066a7e319b,POINT (-105.096246 40.587209)
Gallegos Sanitation,Business & Professional,,"1941 Heath Parkway, Ste 2",Fort Collins,,"Contact us at Please call 970-484-5556 or email CustService@gsiwaste.com. GSI is your trusted expert in trash, recycling, and portable toilet equipment and service. Contact us for advice on the most economical options for clean-outs, remodels, construction projects, and special events at your home or business.  Please call 970-484-5556 or email CustService@gsiwaste.com to speak with one of our local, Northern Colorado representatives. We are available by phone or email Monday through Friday 8:00-4:30 PM.  Our offices are closed to the public until further notice.",,,,,,,,,,,,,,,,,,,,,162,7840504d9e65ac697bb2cb676f2540b3e2be5c01,POINT (-105.042128 40.584287)
Smart Document Management,Business & Professional,,1133 Riverside Ave,Fort Collins,,"Contact us at 970-631-8178. Your local document shredding service. QuarnCleaning? We need your office paper! Call to schedule a pick up today at home or business! We have waived the pick up fee and it is only $9 per container. Set it outside and after we have safely serviced your request, call the office to pay over the phone.Call to schedule a pick up today! Smart Shred recycles our shredded paper. Our paper mills are asking for more paper due to the excessive tissue demands. Let us know if you can help! Call to schedule a pick up today! Currently open Monday - Thursday 8am-5pm and Friday 8am-4:30pm. All shredding done at our secure location Smart Document Management offers the following: Bring your old documents and watch them get shredded. Pick-up service: We pick up your documents for shredding. Document storage.  It is secure and insured. On-demand retrieval and delivery for your stored documents. We can scan your documents and send them via secure email",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",375,58ce4c418e22301ce73410f6ad85152d0a72b9f5,POINT (-105.0564 40.577066)
Markley Motors,Auto,,3401 S College Ave,Fort Collins,,"Contact us at 970-226-2213. Currently open for business.  We are doing things differently by offering concierge pick up and delivery for service as well as ""Shop, Click, Drive"" for sales. You can do an entire purchase from the comfort of your home and we will deliver the vehicle to you. Our hours of operation have decreased and are as follows: Markley Motors Sales department - Online only Honda Service/Parts - M-F 7am-4pm, Sat 7am-12pm GM Service/Parts -M-F 7am-3PM closed Saturday.",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",255,058a4d19e7399f19409b5671ba2a1a670a7f1053,POINT (-105.077162 40.540841)
Jax Fish House & Oyster Bar,Restaurant/Bar,,123 N. College Ave,Fort Collins,,"Contact us at 970-682-2275. Dine with us indoors or on our heated patio, or let our trusted, super-sanitized staff deliver sustainable seafood & big-batch cocktails right to you! Visit our website for WeDeliver service and curbside pickup.",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",209,ccae9a7f55e06e8dff24e3536fc22090942439a5,POINT (-105.077065 40.587826)
Domenics Bistro & Wine Bar,Restaurant/Bar,,931 E Harmony Rd,Fort Collins,,"Contact us at 970-207-0411. Open for dine in! Call 970-207-0411 for a reservation / curbside pickup, or delivery available online through NoCo Nosh. 11am - 10pm Monday to Thursday 11am - 11pm Friday and Saturday, 4 - 10pm Sunday",,,,,,,,true,true,true,,,,,,,,,,"Delivery, Order Online, Take-Out",112,0b0edc9564492ab389e13d09996559a85ee93b94,POINT (-105.059679 40.523588000000004)
Recycled Cycles,Retail,http://www.recycled-cycles.com/,4031 South Mason,Fort Collins,Mon-Sat 9-6 Sun 10-5,,We would love to work with some other businesses on a COOP promotion for both businesses.  Small businesses sharing each others social media and posts would be great!,,,,true,,true,true,,,,,,,,,,,Gift Cards,"Delivery, Outdoor Retail",343,663f9fb3df938b6f027c905a786b4dce61095a37,POINT (-105.079494 40.531142)
Elevated Sandwiches,Restaurant/Bar,http://elevatedsandwiches.com/,1612 N College Ave,Fort Collins,Tuesday-Friday 11am to 7pm Sat-Monday 11am to 5pm,"Contact us at 970-286-2548. Patio is open 11am - close. Offering take out, and curbside pick up. We suggest calling in your order. Find us on Noco Nosh for delivery options.","Support Local, Find us and like us on Social Media. @elevated.sandwiches https://www.instagram.com/elevated.sandwiches/;  https://www.facebook.com/elevatedsandwiches Thank you for supporting local!",,true,,,,true,true,true,true,,,true,,,,,,Gift Cards,"Delivery, GrubHub, Order Online, Outdoor Dining, Take-Out",123,5ec16c3d009e0939b7e07f5f1475ffaa7a8f131e,POINT (-105.076484 40.60896)
Sacred Vessel Acupuncture & Functional Medicine,Health & Wellness,,,Fort Collins,,"Contact us at 970-631-8119. Open for business during these times. Our hours will be modified and shortened, and appointment times will be limited. All of our functional medicine appointments will be done virtually.",,,,,,,,,,,,,,,,,,,,,356,145870502e379d50821a45dea2260e0973031729,POINT (-105.082459 40.588972)
Volk Insurance Benefits,Business & Professional,,,Fort Collins,,"Contact us at 970-484-5073. We're not just an insurance agency, we are a benefits and insurance brokerage firm and an employer with employees who also want the best in health care coverage. So, we get it, we all want accessible and affordable health care and we're here to help you with that.",,,,,,,,,,,,,,,,,,,,,459,b8e0168cbccc2624917a13743d7d2753dc07ecd8,POINT (-105.082459 40.588972)
Illegal Pete's,Restaurant/Bar,,320 Walnut St.,Fort Collins,,"Contact us at 970-999-3051. All location are open! This location is open for patio dining, delivery and pickup. Open MON-THURS: 11AM - 9:00PM FRI-SUN: 10:00AM - 9:00PM Offering Breakfast every Fri, Sat, & Sun from 10am-1pm!",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",194,a67948923a324814f77e338186264e091036fc0b,POINT (-105.074871 40.587725)
Five Guys Burgers and Fries,Restaurant/Bar,http://www.fiveguys.com,2860 E Harmony Rd,Fort Collins,,,,,,,,,,true,,,,,true,true,,,,,,"Delivery, GrubHub, Postmates",145,da120e995733ec83ccf9f829540aded060282313,POINT (-105.025234 40.523326000000004)
CASA of Larimer County,"Family, Community & Non-Profit",http://www.casalarimer.com,3105 East Harmony Road,Fort Collins,8:00 am-8:00 pm,,CASA & Hamony House Programs are still running,,,,,,,,,,,,,,,,,,,,48,160eb3dffef376386ef1dda5f0f3829a67e36db0,POINT (-105.017877 40.523263)
Cheba Hut,Restaurant/Bar,https://chebahut.com/order-online,"104 E Laurel St, Fort Collins, CO 80524",Fort Collins,,,,,,,,,,true,,,,true,,,,,,,,"Delivery, DoorDash",63,1af8b47cb11653c8fe0fa4788492868b5d56fc37,
AssuredPartners,Business & Professional,,"2002 Caribou Dr, Ste 101",Fort Collins,,"Contact us at 970-223-1804. Open Monday through Friday, 8AM until 5PM to help individuals and businesses. Our staff has transitioned to work from home and continues to provide excellent service for all of your insurance needs.",,,,,,,,,,,,,,,,,,,,,18,481f6234d739998f65c27c0e768b4ca24b457515,POINT (-105.040917 40.530746)
New Belgium,Restaurant/Bar,,500 Linden Street,Fort Collins,,"Contact us at 970-221-0524. Mon - Sun 12 to 6pm. Offering curbside and to-go orders. Call for details or visit our website, https://www.newbelgium.com/brewery/fort-collins/",,,,,,,,,,,,,,,,,,,,,283,e9508c28504da9ced2f3c291c906eb60a5371407,POINT (-105.068965 40.593602)
Fort Collins Donut Company,,,234 N College Ave. Unit A1.,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,150,f20d39a5d409e56c21943f701bd1842fd003e345,POINT (-105.07690500000001 40.589767)
The Fort Collins Candy Store Emporium,Retail,http://www.facebook.com/pages/category/Candy-Store/The-Fort-Collins-Candy-Store-Emporium-627554804280966/,227 Jefferson St,Fort Collins,Telephone or Facebook order only,,Share and like us on our Facebook page,,,,,,true,true,,true,,,,,,,,,Gift Cards,"Delivery, Order Online",415,77abc51e3c3cd20ca055760bce538ceea5c645c9,POINT (-105.074978 40.589596)
"Crown Pub, The",Restaurant/Bar,http://www.crownpub.net/,134 S College Ave,Fort Collins,3-8pm,Limited menu & alcohol currently available - call 970-484-5929,,,,,,,true,,true,,,,,,,,,,Gift Cards,Take-Out,95,45cdc47f245c72d6c8a244c21608d675c2445173,POINT (-105.076922 40.58618)
Proffit Coach,Business & Professional,http://proffit-coach.constantcontactsites.com/,Starflower Drive,Fort Collins,n/a,,Refer me to small business who needs marketing help,,,,,,,,,,,,,,,,,,,,328,a39543935628a5de70f84f143df62f02fee44905,
The Elizabeth Hotel,Hospitality,https://www.theelizabethcolorado.com/,111 Chestnut St,Fort Collins,24/7,,How to help this business:,true,,,,true,,,,,,,,,,,,,,"Dine-in, Outdoor Services",410,d70a1f50db674e5a796b33d3c068a099604e69e4,POINT (-105.073686 40.587414)
Maza Kabob,Restaurant/Bar,http://www.mazakabob.com/,2427 S. College Ave,Fort Collins,Mon-Sat 4pm-9pm,Contact us at 970-484-6292. Our dining room is closed until further notice. Call in for take-out! Hours Monday-Saturday 4pm-9pm! Call us for take out - (970) 484-MAZA,,,,,,,true,,true,,,,,,,,,,Gift Cards,Take-Out,263,c8e2f0c1a8c7a17d047dc08dd6b65e6af80cabde,POINT (-105.077131 40.555303)
Paul Wood Florist,Retail,,114 N. College Ave,Fort Collins,,"Contact us at 970-482-9121. Our showrooms are open currenlty  for the public to come in and safely shop for fresh flowers, plants gifts and decor, but will be closed for the days leading up to Valentines day.. We also have full delivery and curbside pickup services available.",,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",311,ca88ca482ff3cc9a8e2e53054b943a6100a17620,POINT (-105.076918 40.587415)
Cafe Bluebird,Restaurant/Bar,https://www.cafebluebird.com/,524 W Laurel St,Fort Collins,Thursday - Tuesday 8AM - 1PM,Buy gift certificates over the phone or in person,,,,,,,true,true,true,,,true,true,true,,,,,Gift Cards,"Delivery, DoorDash, GrubHub, Postmates, Take-Out",50,0e49eef7387301e3681d44a13472b5973fe30389,POINT (-105.08592 40.578132000000004)
Childsafe Colorado,"Family, Community & Non-Profit",https://www.childsafecolorado.org,2001 S Shields St Bldg K,Fort Collins,M-F 8am-7pm  Sat 9am-Noon,,"Looking for healthy snacks/drinks for children, bleach wipes/Lysol spray, year-end donations.",,,,,,,,,,,,,,,,,,,,67,3b3335844e6313e5457c5e7637106bf94d9ebc26,POINT (-105.096034 40.562158)
Infante Consulting and Research,Business & Professional,,"215 W Oak St, Ste 2-B",Fort Collins,,"Contact us at 970-488-9047. Open virtually for your English/Spanish business translations, market research, and online or telephone focus groups and interviews. Natalia is offering a 20% discount on translation services during the month of April and May to businesses and organizations members of the Fort Collins Chamber of Commerce, if mentioning this email. Contact Natalia at 970-488-9047, or visit the website.",,,,,,,,,,true,,,,,,,,,,Order Online,199,c7218a4b28f78eb8bc22de548ca337aa7daa0a23,POINT (-105.079942 40.585629)
Happy Horse Tack and Saddle Shop,Retail,http://shop.happyhorsetack.com/,113 Peterson Street,Fort Collins,11AM-5PM Monday-Saturday,https://www.facebook.com/happyhorsetack/,Please like and follow us on Social media! @happyhorsetack https://www.facebook.com/happyhorsetack. Please check out our online shopping page!  Please buy a gift card if possible.,,,,,,true,true,,true,,,,,,,,,Gift Cards,"Delivery, Order Online",177,3ce8f3644674b5e70aec6365ebe53bd64fcb58fe,POINT (-105.071896 40.586354)
Heart & Soul Transport,Health & Wellness,,200 E Swallow Rd,Fort Collins,,"Contact us at 970-690-3338. We are dedicated to keeping our riders, employees and the community as safe as possible. We started using PPE on March 13th and continue to use n95 masks while a rider is in the vehicle and a cloth or surgical mask when only the driver is in the vehicle. We are cleaning and disinfecting vehicles before every shift and after every shift. Drivers also disinfect after every rider. All rides are for individual riders. (Unless assistant is medically needed) All riders are required to wear either a cloth mask or better. Each rider is given 3-4 spritzes of hand sanitizer before entering the vehicle. We are in the process of installing plastic shielding separating riders and drivers to add another layer of safety. We have reduced our rides but we are still providing rides to essential medical appointments. We also have free food and medication delivery for folks over 60 in Larimer county",,,,,,,,true,,,,,,,,,,,,Delivery,182,0560824315718443ab317a88ef9cfdfabb81c806,POINT (-105.07556000000001 40.54576500000001)
RARE Italian,Restaurant/Bar,,101 S. College Ave,Fort Collins,,"Contact us at 970-294-4544. Open for in house dining. Make a reservation, or call to order take-out 970-294-4544.",,,,,,,,,true,,,,,,,,,,,Take-Out,332,d6f4e7fc86d918a9ba6a13fd0f7a0979a9444cdf,POINT (-105.07707100000002 40.586766)
Tropical Smoothie Cafe,Restaurant/Bar,,700 S College Ave,Fort Collins,,"Contact us at 970-825-5111. Open for Dine in, Carry out, Curbside pick-up, and Non-contact Delivery. Carryout orders can be placed at the cafe, by phone or using Tropical Rewards App. Please use Grubhub,Noconosh, Doordash, Ubereats or postmates for delivery services. Our hours: M-F: 7 am to 9 pm; Sat: 8 am to 9 pm; Sun: 9 am to 9 pm.",,,,,,,,true,true,,,,,true,,,,,,"Delivery, Postmates, Take-Out",442,aa7a368c00c87c9589881528bdfc833990b094b1,POINT (-105.07698 40.577882)
Armada Moving Company,"Construction, Trades & Landscaping",https://armadamoving.com/,"204 N Link Lane, Ste 7",Fort Collins,"9 - 5 PM, 7 days a week",,How to help this business:,,,,,,,,,,,,,,,,,,,,16,cf97201205162c570e413b79e721de13ed07dc2d,POINT (-105.048731 40.588096)
Silvermine Subs,Restaurant/Bar,https://www.silverminesubs.com/our-menu/,4619 S Mason St,Fort Collins,,1$ delivery charge!,,,,,,,,true,,,true,true,,true,,,,,,"Delivery, DoorDash, NoCoNosh, Postmates",371,93c2357ec2696a8b325f18835a20cde60ba01f0c,POINT (-105.080447 40.522882)
